point_id,x,y,z,scan_kind,tilt_cmd_deg,tilt_cmd_az,pose_px,pose_py,pose_pz,pose_qx,pose_qy,pose_qz,pose_qw,nr_incl,nr_az,orientation_id,nt_incl,nt_az,repeat_id,date,time,v_mean,v_median,v_std,n_samples,fs
20260727_152417_1,-0.2,-1.2,1.1,vertical,0,0,-0.712,-0.31,0.417,0,0,-0.38268428,0.92387918,0,0,1,16,90,1,2026-07-27,15:24:49,0.17029467,0.17022788,0.0020725967,1000,1000
20260727_152417_1,-0.2,-1.2,1.1,vertical,0,0,-0.712,-0.31,0.417,0,0,-0.38268428,0.92387918,0,0,2,16,210,1,2026-07-27,15:24:55,0.67150035,0.67133683,0.0023068384,1000,1000
20260727_152417_1,-0.2,-1.2,1.1,vertical,0,0,-0.712,-0.31,0.417,0,0,-0.38268428,0.92387918,0,0,3,16,330,1,2026-07-27,15:25:02,0.53555134,0.53544836,0.0020015064,1000,1000
20260727_152417_1,-0.2,-1.2,1.1,vertical,0,0,-0.712,-0.31,0.417,0,0,-0.38268428,0.92387918,0,0,4,60,0,1,2026-07-27,15:25:10,0.15156611,0.15147332,0.0023675848,1000,1000
20260727_152417_1,-0.2,-1.2,1.1,vertical,0,0,-0.712,-0.31,0.417,0,0,-0.38268428,0.92387918,0,0,5,64,60,1,2026-07-27,15:25:17,0.056108417,0.056055443,0.0022120872,1000,1000
20260727_152417_1,-0.2,-1.2,1.1,vertical,0,0,-0.712,-0.31,0.417,0,0,-0.38268428,0.92387918,0,0,6,64,120,1,2026-07-27,15:25:24,0.05690532,0.056713498,0.0020226178,1000,1000
20260727_152417_1,-0.2,-1.2,1.1,vertical,0,0,-0.712,-0.31,0.417,0,0,-0.38268428,0.92387918,0,0,7,60,180,1,2026-07-27,15:25:33,0.19655499,0.19655006,0.0022331438,1000,1000
20260727_152417_1,-0.2,-1.2,1.1,vertical,0,0,-0.712,-0.31,0.417,0,0,-0.38268428,0.92387918,0,0,8,64,240,1,2026-07-27,15:25:41,1.6344777,1.6344034,0.00221102,1000,1000
20260727_152417_1,-0.2,-1.2,1.1,vertical,0,0,-0.712,-0.31,0.417,0,0,-0.38268428,0.92387918,0,0,9,64,300,1,2026-07-27,15:25:49,1.2418899,1.2418718,0.0020738126,1000,1000
20260727_152417_1,-0.2,-1.2,1.1,vertical,0,0,-0.712,-0.31,0.417,0,0,-0.38268428,0.92387918,0,0,10,0,0,1,2026-07-27,15:25:56,0.38223732,0.3821215,0.0021803381,1000,1000
20260727_152417_1,-0.2,-1.2,1.1,vertical,0,0,-0.712,-0.31,0.417,0,0,-0.38268428,0.92387918,0,0,11,60,90,1,2026-07-27,15:26:04,0.054946622,0.054739335,0.0020927665,1000,1000
20260727_152417_1,-0.2,-1.2,1.1,vertical,0,0,-0.712,-0.31,0.417,0,0,-0.38268428,0.92387918,0,0,12,60,270,1,2026-07-27,15:26:14,1.9060722,1.9061817,0.0019232422,1000,1000
20260727_152417_1,-0.2,-1.2,1.1,tilt,13.555051,44.788063,-0.71810936,-0.30384528,0.41803064,0.10911487,0.044960647,0.37831205,0.91812444,13.5551,44.7881,1,16,90,1,2026-07-27,15:26:32,0.21091572,0.21069823,0.0019731227,1000,1000
20260727_152417_1,-0.2,-1.2,1.1,tilt,13.555051,44.788063,-0.71810936,-0.30384528,0.41803064,0.10911487,0.044960647,0.37831205,0.91812444,13.5551,44.7881,2,16,210,1,2026-07-27,15:26:39,0.88334043,0.88323086,0.0017133879,1000,1000
20260727_152417_1,-0.2,-1.2,1.1,tilt,13.555051,44.788063,-0.71810936,-0.30384528,0.41803064,0.10911487,0.044960647,0.37831205,0.91812444,13.5551,44.7881,3,16,330,1,2026-07-27,15:26:45,0.70498618,0.70489767,0.0021271198,1000,1000
20260727_152417_1,-0.2,-1.2,1.1,tilt,13.555051,44.788063,-0.71810936,-0.30384528,0.41803064,0.10911487,0.044960647,0.37831205,0.91812444,13.5551,44.7881,4,60,0,1,2026-07-27,15:26:53,0.19171072,0.19161465,0.0018626194,1000,1000
20260727_152417_1,-0.2,-1.2,1.1,tilt,13.555051,44.788063,-0.71810936,-0.30384528,0.41803064,0.10911487,0.044960647,0.37831205,0.91812444,13.5551,44.7881,5,64,60,1,2026-07-27,15:27:00,0.069656767,0.069545556,0.002027291,1000,1000
20260727_152417_1,-0.2,-1.2,1.1,tilt,13.555051,44.788063,-0.71810936,-0.30384528,0.41803064,0.10911487,0.044960647,0.37831205,0.91812444,13.5551,44.7881,6,64,120,1,2026-07-27,15:27:08,0.063185132,0.06329404,0.0018978537,1000,1000
20260727_152417_1,-0.2,-1.2,1.1,tilt,13.555051,44.788063,-0.71810936,-0.30384528,0.41803064,0.10911487,0.044960647,0.37831205,0.91812444,13.5551,44.7881,7,60,180,1,2026-07-27,15:27:16,0.22924616,0.22945279,0.0018225945,1000,1000
20260727_152417_1,-0.2,-1.2,1.1,tilt,13.555051,44.788063,-0.71810936,-0.30384528,0.41803064,0.10911487,0.044960647,0.37831205,0.91812444,13.5551,44.7881,8,64,240,1,2026-07-27,15:27:24,2.143591,2.1434123,0.0018371356,1000,1000
20260727_152417_1,-0.2,-1.2,1.1,tilt,13.555051,44.788063,-0.71810936,-0.30384528,0.41803064,0.10911487,0.044960647,0.37831205,0.91812444,13.5551,44.7881,9,64,300,1,2026-07-27,15:27:32,1.6368142,1.6367066,0.0020674864,1000,1000
